Mod:Item:MetaData, Localized Name
Forestry:cratedLemon, item.cratedLemon.name
Forestry:cratedPlum, item.cratedPlum.name
Forestry:cratedPapaya, item.cratedPapaya.name
Forestry:cratedDates, item.cratedDates.name
Forestry:cratedNaturaBerryBlight, item.cratedNaturaBerryBlight.name
Forestry:cratedNaturaBerryDusk, item.cratedNaturaBerryDusk.name
Forestry:cratedNaturaBerrySky, item.cratedNaturaBerrySky.name
Forestry:cratedNaturaBerrySting, item.cratedNaturaBerrySting.name
Forestry:cratedNaturaBerryRasp, item.cratedNaturaBerryRasp.name
Forestry:cratedNaturaBerryBlue, item.cratedNaturaBerryBlue.name
Forestry:cratedNaturaBerryBlack, item.cratedNaturaBerryBlack.name
Forestry:cratedNaturaBerryMalo, item.cratedNaturaBerryMalo.name
Forestry:cratedNaturaBarley, item.cratedNaturaBarley.name
Forestry:cratedNaturaSaplingRedwood, item.cratedNaturaSaplingRedwood.name
Forestry:cratedNaturaSaplingEucalyptus, item.cratedNaturaSaplingEucalyptus.name
Forestry:cratedNaturaSaplingHopseed, item.cratedNaturaSaplingHopseed.name
Forestry:cratedNaturaSaplingSakura, item.cratedNaturaSaplingSakura.name
Forestry:cratedNaturaSaplingGhostwood, item.cratedNaturaSaplingGhostwood.name
Forestry:cratedNaturaSaplingBlood, item.cratedNaturaSaplingBlood.name
Forestry:cratedNaturaSaplingDarkwood, item.cratedNaturaSaplingDarkwood.name
Forestry:cratedNaturaSaplingFusewood, item.cratedNaturaSaplingFusewood.name
Forestry:cratedNaturaSaplingMaple, item.cratedNaturaSaplingMaple.name
Forestry:cratedNaturaSaplingSilverbell, item.cratedNaturaSaplingSilverbell.name
Forestry:cratedNaturaSaplingPurpleheart, item.cratedNaturaSaplingPurpleheart.name
Forestry:cratedNaturaSaplingTiger, item.cratedNaturaSaplingTiger.name
Forestry:cratedNaturaSaplingWillow, item.cratedNaturaSaplingWillow.name
Forestry:cratedNaturaPotashApple, item.cratedNaturaPotashApple.name
Forestry:cratedNaturaGreenGlowshroom, item.cratedNaturaGreenGlowshroom.name
Forestry:cratedNaturaPurpleGlowshroom, item.cratedNaturaPurpleGlowshroom.name
Forestry:cratedNaturaBlueGlowshroom, item.cratedNaturaBlueGlowshroom.name
Forestry:cratedNaturaLogEucalyptus, item.cratedNaturaLogEucalyptus.name
Forestry:cratedNaturaLogSakura, item.cratedNaturaLogSakura.name
Forestry:cratedNaturaLogGhostwood, item.cratedNaturaLogGhostwood.name
Forestry:cratedNaturaLogHopseed, item.cratedNaturaLogHopseed.name
Forestry:cratedNaturaLogWillow, item.cratedNaturaLogWillow.name
Forestry:cratedNaturaLogBloodwood, item.cratedNaturaLogBloodwood.name
Forestry:cratedNaturaLogDarkwood, item.cratedNaturaLogDarkwood.name
Forestry:cratedNaturaLogFusewood, item.cratedNaturaLogFusewood.name
Forestry:cratedNaturaBlockHeatsand, item.cratedNaturaBlockHeatsand.name
Forestry:cratedNaturaBlockTainted, item.cratedNaturaBlockTainted.name
BiblioWoodsForestry:seatBack1:0, Acacia Seat Back
BiblioWoodsForestry:seatBack1:1, Balsa Seat Back
BiblioWoodsForestry:seatBack1:2, Baobab Seat Back
BiblioWoodsForestry:seatBack1:3, Cherry Seat Back
BiblioWoodsForestry:seatBack1:4, Chestnut Seat Back
BiblioWoodsForestry:seatBack1:5, Citrus Seat Back
BiblioWoodsForestry:seatBack1:6, Ebony Seat Back
BiblioWoodsForestry:seatBack1:7, Greenheart Seat Back
BiblioWoodsForestry:seatBack1:8, Kapok Seat Back
BiblioWoodsForestry:seatBack1:9, Larch Seat Back
BiblioWoodsForestry:seatBack1:10, Lime Seat Back
BiblioWoodsForestry:seatBack1:11, Mahoe Seat Back
BiblioWoodsForestry:seatBack1:12, Mahogany Seat Back
BiblioWoodsForestry:seatBack1:13, Maple Seat Back
BiblioWoodsForestry:seatBack1:14, Palm Seat Back
BiblioWoodsForestry:seatBack1:15, Papaya Seat Back
BiblioWoodsForestry:seatBack1:16, Pine Seat Back
BiblioWoodsForestry:seatBack1:17, Plum Seat Back
BiblioWoodsForestry:seatBack1:18, Poplar Seat Back
BiblioWoodsForestry:seatBack1:19, Sequoia Seat Back
BiblioWoodsForestry:seatBack1:20, Teak Seat Back
BiblioWoodsForestry:seatBack1:21, Walnut Seat Back
BiblioWoodsForestry:seatBack1:22, Wenge Seat Back
BiblioWoodsForestry:seatBack1:23, Willow Seat Back
BiblioWoodsForestry:seatBack2:0, Acacia Seat Back
BiblioWoodsForestry:seatBack2:1, Balsa Seat Back
BiblioWoodsForestry:seatBack2:2, Baobab Seat Back
BiblioWoodsForestry:seatBack2:3, Cherry Seat Back
BiblioWoodsForestry:seatBack2:4, Chestnut Seat Back
BiblioWoodsForestry:seatBack2:5, Citrus Seat Back
BiblioWoodsForestry:seatBack2:6, Ebony Seat Back
BiblioWoodsForestry:seatBack2:7, Greenheart Seat Back
BiblioWoodsForestry:seatBack2:8, Kapok Seat Back
BiblioWoodsForestry:seatBack2:9, Larch Seat Back
BiblioWoodsForestry:seatBack2:10, Lime Seat Back
BiblioWoodsForestry:seatBack2:11, Mahoe Seat Back
BiblioWoodsForestry:seatBack2:12, Mahogany Seat Back
BiblioWoodsForestry:seatBack2:13, Maple Seat Back
BiblioWoodsForestry:seatBack2:14, Palm Seat Back
BiblioWoodsForestry:seatBack2:15, Papaya Seat Back
BiblioWoodsForestry:seatBack2:16, Pine Seat Back
BiblioWoodsForestry:seatBack2:17, Plum Seat Back
BiblioWoodsForestry:seatBack2:18, Poplar Seat Back
BiblioWoodsForestry:seatBack2:19, Sequoia Seat Back
BiblioWoodsForestry:seatBack2:20, Teak Seat Back
BiblioWoodsForestry:seatBack2:21, Walnut Seat Back
BiblioWoodsForestry:seatBack2:22, Wenge Seat Back
BiblioWoodsForestry:seatBack2:23, Willow Seat Back
BiblioWoodsForestry:seatBack3:0, Acacia Seat Back
BiblioWoodsForestry:seatBack3:1, Balsa Seat Back
BiblioWoodsForestry:seatBack3:2, Baobab Seat Back
BiblioWoodsForestry:seatBack3:3, Cherry Seat Back
BiblioWoodsForestry:seatBack3:4, Chestnut Seat Back
BiblioWoodsForestry:seatBack3:5, Citrus Seat Back
BiblioWoodsForestry:seatBack3:6, Ebony Seat Back
BiblioWoodsForestry:seatBack3:7, Greenheart Seat Back
BiblioWoodsForestry:seatBack3:8, Kapok Seat Back
BiblioWoodsForestry:seatBack3:9, Larch Seat Back
BiblioWoodsForestry:seatBack3:10, Lime Seat Back
BiblioWoodsForestry:seatBack3:11, Mahoe Seat Back
BiblioWoodsForestry:seatBack3:12, Mahogany Seat Back
BiblioWoodsForestry:seatBack3:13, Maple Seat Back
BiblioWoodsForestry:seatBack3:14, Palm Seat Back
BiblioWoodsForestry:seatBack3:15, Papaya Seat Back
BiblioWoodsForestry:seatBack3:16, Pine Seat Back
BiblioWoodsForestry:seatBack3:17, Plum Seat Back
BiblioWoodsForestry:seatBack3:18, Poplar Seat Back
BiblioWoodsForestry:seatBack3:19, Sequoia Seat Back
BiblioWoodsForestry:seatBack3:20, Teak Seat Back
BiblioWoodsForestry:seatBack3:21, Walnut Seat Back
BiblioWoodsForestry:seatBack3:22, Wenge Seat Back
BiblioWoodsForestry:seatBack3:23, Willow Seat Back
BiblioWoodsForestry:seatBack4:0, Acacia Seat Back
BiblioWoodsForestry:seatBack4:1, Balsa Seat Back
BiblioWoodsForestry:seatBack4:2, Baobab Seat Back
BiblioWoodsForestry:seatBack4:3, Cherry Seat Back
BiblioWoodsForestry:seatBack4:4, Chestnut Seat Back
BiblioWoodsForestry:seatBack4:5, Citrus Seat Back
BiblioWoodsForestry:seatBack4:6, Ebony Seat Back
BiblioWoodsForestry:seatBack4:7, Greenheart Seat Back
BiblioWoodsForestry:seatBack4:8, Kapok Seat Back
BiblioWoodsForestry:seatBack4:9, Larch Seat Back
BiblioWoodsForestry:seatBack4:10, Lime Seat Back
BiblioWoodsForestry:seatBack4:11, Mahoe Seat Back
BiblioWoodsForestry:seatBack4:12, Mahogany Seat Back
BiblioWoodsForestry:seatBack4:13, Maple Seat Back
BiblioWoodsForestry:seatBack4:14, Palm Seat Back
BiblioWoodsForestry:seatBack4:15, Papaya Seat Back
BiblioWoodsForestry:seatBack4:16, Pine Seat Back
BiblioWoodsForestry:seatBack4:17, Plum Seat Back
BiblioWoodsForestry:seatBack4:18, Poplar Seat Back
BiblioWoodsForestry:seatBack4:19, Sequoia Seat Back
BiblioWoodsForestry:seatBack4:20, Teak Seat Back
BiblioWoodsForestry:seatBack4:21, Walnut Seat Back
BiblioWoodsForestry:seatBack4:22, Wenge Seat Back
BiblioWoodsForestry:seatBack4:23, Willow Seat Back
BiblioWoodsForestry:seatBack5:0, Acacia Seat Back
BiblioWoodsForestry:seatBack5:1, Balsa Seat Back
BiblioWoodsForestry:seatBack5:2, Baobab Seat Back
BiblioWoodsForestry:seatBack5:3, Cherry Seat Back
BiblioWoodsForestry:seatBack5:4, Chestnut Seat Back
BiblioWoodsForestry:seatBack5:5, Citrus Seat Back
BiblioWoodsForestry:seatBack5:6, Ebony Seat Back
BiblioWoodsForestry:seatBack5:7, Greenheart Seat Back
BiblioWoodsForestry:seatBack5:8, Kapok Seat Back
BiblioWoodsForestry:seatBack5:9, Larch Seat Back
BiblioWoodsForestry:seatBack5:10, Lime Seat Back
BiblioWoodsForestry:seatBack5:11, Mahoe Seat Back
BiblioWoodsForestry:seatBack5:12, Mahogany Seat Back
BiblioWoodsForestry:seatBack5:13, Maple Seat Back
BiblioWoodsForestry:seatBack5:14, Palm Seat Back
BiblioWoodsForestry:seatBack5:15, Papaya Seat Back
BiblioWoodsForestry:seatBack5:16, Pine Seat Back
BiblioWoodsForestry:seatBack5:17, Plum Seat Back
BiblioWoodsForestry:seatBack5:18, Poplar Seat Back
BiblioWoodsForestry:seatBack5:19, Sequoia Seat Back
BiblioWoodsForestry:seatBack5:20, Teak Seat Back
BiblioWoodsForestry:seatBack5:21, Walnut Seat Back
BiblioWoodsForestry:seatBack5:22, Wenge Seat Back
BiblioWoodsForestry:seatBack5:23, Willow Seat Back
BiblioWoodsNatura:seatBack1:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack1:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack1:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack1:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack1:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack1:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack1:6, Maple Seat Back
BiblioWoodsNatura:seatBack1:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack1:8, Redwood Seat Back
BiblioWoodsNatura:seatBack1:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack1:10, Sakura Seat Back
BiblioWoodsNatura:seatBack1:11, Tiger Seat Back
BiblioWoodsNatura:seatBack1:12, Willow Seat Back
BiblioWoodsNatura:seatBack2:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack2:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack2:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack2:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack2:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack2:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack2:6, Maple Seat Back
BiblioWoodsNatura:seatBack2:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack2:8, Redwood Seat Back
BiblioWoodsNatura:seatBack2:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack2:10, Sakura Seat Back
BiblioWoodsNatura:seatBack2:11, Tiger Seat Back
BiblioWoodsNatura:seatBack2:12, Willow Seat Back
BiblioWoodsNatura:seatBack3:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack3:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack3:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack3:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack3:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack3:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack3:6, Maple Seat Back
BiblioWoodsNatura:seatBack3:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack3:8, Redwood Seat Back
BiblioWoodsNatura:seatBack3:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack3:10, Sakura Seat Back
BiblioWoodsNatura:seatBack3:11, Tiger Seat Back
BiblioWoodsNatura:seatBack3:12, Willow Seat Back
BiblioWoodsNatura:seatBack4:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack4:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack4:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack4:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack4:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack4:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack4:6, Maple Seat Back
BiblioWoodsNatura:seatBack4:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack4:8, Redwood Seat Back
BiblioWoodsNatura:seatBack4:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack4:10, Sakura Seat Back
BiblioWoodsNatura:seatBack4:11, Tiger Seat Back
BiblioWoodsNatura:seatBack4:12, Willow Seat Back
BiblioWoodsNatura:seatBack5:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack5:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack5:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack5:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack5:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack5:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack5:6, Maple Seat Back
BiblioWoodsNatura:seatBack5:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack5:8, Redwood Seat Back
BiblioWoodsNatura:seatBack5:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack5:10, Sakura Seat Back
BiblioWoodsNatura:seatBack5:11, Tiger Seat Back
BiblioWoodsNatura:seatBack5:12, Willow Seat Back
ThermalFoundation:lexicon, item.thermalfoundation.tome.name
ThermalFoundation:bucket:0, Destabilized Redstone Bucket
ThermalFoundation:bucket:1, Energized Glowstone Bucket
ThermalFoundation:bucket:2, Resonant Ender Bucket
ThermalFoundation:bucket:3, Blazing Pyrotheum Bucket
ThermalFoundation:bucket:4, Gelid Cryotheum Bucket
ThermalFoundation:bucket:7, Zephyrean Aerotheum Bucket
ThermalFoundation:bucket:8, Tectonic Petrotheum Bucket
ThermalFoundation:bucket:5, Primal Mana Bucket
ThermalFoundation:bucket:6, Liquifacted Coal Bucket
ThermalFoundation:material:2, Pulverized Coal
ThermalFoundation:material:3, Pulverized Charcoal
ThermalFoundation:material:4, Pulverized Obsidian
ThermalFoundation:material:16, Sulfur
ThermalFoundation:material:17, Niter
ThermalFoundation:material:20, Cinnabar
ThermalFoundation:material:0, Pulverized Iron
ThermalFoundation:material:1, Pulverized Gold
ThermalFoundation:material:32, Pulverized Copper
ThermalFoundation:material:33, Pulverized Tin
ThermalFoundation:material:34, Pulverized Silver
ThermalFoundation:material:35, Pulverized Lead
ThermalFoundation:material:36, Pulverized Ferrous Metal
ThermalFoundation:material:37, Pulverized Shiny Metal
ThermalFoundation:material:38, Pulverized Mana Infused Metal
ThermalFoundation:material:39, Electrum Blend
ThermalFoundation:material:40, Invar Blend
ThermalFoundation:material:41, Bronze Blend
ThermalFoundation:material:42, Signalum Blend
ThermalFoundation:material:43, Lumium Blend
ThermalFoundation:material:44, Enderium Blend
ThermalFoundation:material:64, Copper Ingot
ThermalFoundation:material:65, Tin Ingot
ThermalFoundation:material:66, Silver Ingot
ThermalFoundation:material:67, Lead Ingot
ThermalFoundation:material:68, Ferrous Ingot
ThermalFoundation:material:69, Shiny Ingot
ThermalFoundation:material:70, Mana Infused Ingot
ThermalFoundation:material:71, Electrum Ingot
ThermalFoundation:material:72, Invar Ingot
ThermalFoundation:material:73, Bronze Ingot
ThermalFoundation:material:74, Signalum Ingot
ThermalFoundation:material:75, Lumium Ingot
ThermalFoundation:material:76, Enderium Ingot
ThermalFoundation:material:8, Iron Nugget
ThermalFoundation:material:96, Copper Nugget
ThermalFoundation:material:97, Tin Nugget
ThermalFoundation:material:98, Silver Nugget
ThermalFoundation:material:99, Lead Nugget
ThermalFoundation:material:100, Ferrous Nugget
ThermalFoundation:material:101, Shiny Nugget
ThermalFoundation:material:102, Mana Infused Nugget
ThermalFoundation:material:103, Electrum Nugget
ThermalFoundation:material:104, Invar Nugget
ThermalFoundation:material:105, Bronze Nugget
ThermalFoundation:material:106, Signalum Nugget
ThermalFoundation:material:107, Lumium Nugget
ThermalFoundation:material:108, Enderium Nugget
ThermalFoundation:material:12, Iron Gear
ThermalFoundation:material:13, Gold Gear
ThermalFoundation:material:128, Copper Gear
ThermalFoundation:material:129, Tin Gear
ThermalFoundation:material:130, Silver Gear
ThermalFoundation:material:131, Lead Gear
ThermalFoundation:material:132, Ferrous Gear
ThermalFoundation:material:133, Shiny Gear
ThermalFoundation:material:134, Mana Infused Gear
ThermalFoundation:material:135, Electrum Gear
ThermalFoundation:material:136, Invar Gear
ThermalFoundation:material:137, Bronze Gear
ThermalFoundation:material:138, Signalum Gear
ThermalFoundation:material:139, Lumium Gear
ThermalFoundation:material:140, Enderium Gear
ThermalFoundation:material:512, Pyrotheum Dust
ThermalFoundation:material:513, Cryotheum Dust
ThermalFoundation:material:514, Aerotheum Dust
ThermalFoundation:material:515, Petrotheum Dust
ThermalFoundation:material:516, Mana Dust
ThermalFoundation:material:1024, Blizz Rod
ThermalFoundation:material:1025, Blizz Powder
ThermalFoundation:material:1026, Blitz Rod
ThermalFoundation:material:1027, Blitz Powder
ThermalFoundation:material:1028, Basalz Rod
ThermalFoundation:material:1029, Basalz Powder
ThermalFoundation:tool.shearsWood, Wood Shears
ThermalFoundation:tool.sickleWood, Wood Sickle
ThermalFoundation:tool.shearsStone, Stone Shears
ThermalFoundation:tool.fishingRodStone, Stone Fishing Rod
ThermalFoundation:tool.sickleStone, Stone Sickle
ThermalFoundation:tool.bowStone, Stone Reinforced Bow
ThermalFoundation:tool.fishingRodIron, Iron Fishing Rod
ThermalFoundation:tool.sickleIron, Iron Sickle
ThermalFoundation:tool.bowIron, Iron Reinforced Bow
ThermalFoundation:tool.shearsDiamond, Diamond Shears
ThermalFoundation:tool.fishingRodDiamond, Diamond Fishing Rod
ThermalFoundation:tool.sickleDiamond, Diamond Sickle
ThermalFoundation:tool.bowDiamond, Diamond Reinforced Bow
ThermalFoundation:tool.shearsGold, Gold Shears
ThermalFoundation:tool.fishingRodGold, Gold Fishing Rod
ThermalFoundation:tool.sickleGold, Gold Sickle
ThermalFoundation:tool.bowGold, Gold Reinforced Bow
ThermalFoundation:armor.helmetCopper, Copper Helmet
ThermalFoundation:armor.plateCopper, Copper Chestplate
ThermalFoundation:armor.legsCopper, Copper Leggings
ThermalFoundation:armor.bootsCopper, Copper Boots
ThermalFoundation:tool.swordCopper, Copper Sword
ThermalFoundation:tool.shovelCopper, Copper Shovel
ThermalFoundation:tool.pickaxeCopper, Copper Pickaxe
ThermalFoundation:tool.axeCopper, Copper Axe
ThermalFoundation:tool.hoeCopper, Copper Hoe
ThermalFoundation:tool.shearsCopper, Copper Shears
ThermalFoundation:tool.fishingRodCopper, Copper Fishing Rod
ThermalFoundation:tool.sickleCopper, Copper Sickle
ThermalFoundation:tool.bowCopper, Copper Reinforced Bow
ThermalFoundation:armor.helmetTin, Tin Helmet
ThermalFoundation:armor.plateTin, Tin Chestplate
ThermalFoundation:armor.legsTin, Tin Leggings
ThermalFoundation:armor.bootsTin, Tin Boots
ThermalFoundation:tool.swordTin, Tin Sword
ThermalFoundation:tool.shovelTin, Tin Shovel
ThermalFoundation:tool.pickaxeTin, Tin Pickaxe
ThermalFoundation:tool.axeTin, Tin Axe
ThermalFoundation:tool.hoeTin, Tin Hoe
ThermalFoundation:tool.shearsTin, Tin Shears
ThermalFoundation:tool.fishingRodTin, Tin Fishing Rod
ThermalFoundation:tool.sickleTin, Tin Sickle
ThermalFoundation:tool.bowTin, Tin Reinforced Bow
ThermalFoundation:armor.helmetSilver, Silver Helmet
ThermalFoundation:armor.plateSilver, Silver Chestplate
ThermalFoundation:armor.legsSilver, Silver Leggings
ThermalFoundation:armor.bootsSilver, Silver Boots
ThermalFoundation:tool.swordSilver, Silver Sword
ThermalFoundation:tool.shovelSilver, Silver Shovel
ThermalFoundation:tool.pickaxeSilver, Silver Pickaxe
ThermalFoundation:tool.axeSilver, Silver Axe
ThermalFoundation:tool.hoeSilver, Silver Hoe
ThermalFoundation:tool.shearsSilver, Silver Shears
ThermalFoundation:tool.fishingRodSilver, Silver Fishing Rod
ThermalFoundation:tool.sickleSilver, Silver Sickle
ThermalFoundation:tool.bowSilver, Silver Reinforced Bow
ThermalFoundation:armor.helmetLead, Lead Helmet
ThermalFoundation:armor.plateLead, Lead Chestplate
ThermalFoundation:armor.legsLead, Lead Leggings
ThermalFoundation:armor.bootsLead, Lead Boots
ThermalFoundation:tool.swordLead, Lead Sword
ThermalFoundation:tool.shovelLead, Lead Shovel
ThermalFoundation:tool.pickaxeLead, Lead Pickaxe
ThermalFoundation:tool.axeLead, Lead Axe
ThermalFoundation:tool.hoeLead, Lead Hoe
ThermalFoundation:tool.shearsLead, Lead Shears
ThermalFoundation:tool.fishingRodLead, Lead Fishing Rod
ThermalFoundation:tool.sickleLead, Lead Sickle
ThermalFoundation:tool.bowLead, Lead Reinforced Bow
ThermalFoundation:armor.helmetNickel, Ferrous Helmet
ThermalFoundation:armor.plateNickel, Ferrous Chestplate
ThermalFoundation:armor.legsNickel, Ferrous Leggings
ThermalFoundation:armor.bootsNickel, Ferrous Boots
ThermalFoundation:tool.swordNickel, Ferrous Sword
ThermalFoundation:tool.shovelNickel, Ferrous Shovel
ThermalFoundation:tool.pickaxeNickel, Ferrous Pickaxe
ThermalFoundation:tool.axeNickel, Ferrous Axe
ThermalFoundation:tool.hoeNickel, Ferrous Hoe
ThermalFoundation:tool.shearsNickel, Ferrous Shears
ThermalFoundation:tool.fishingRodNickel, Ferrous Fishing Rod
ThermalFoundation:tool.sickleNickel, Ferrous Sickle
ThermalFoundation:tool.bowNickel, Ferrous Reinforced Bow
ThermalFoundation:armor.helmetElectrum, Electrum Helmet
ThermalFoundation:armor.plateElectrum, Electrum Chestplate
ThermalFoundation:armor.legsElectrum, Electrum Leggings
ThermalFoundation:armor.bootsElectrum, Electrum Boots
ThermalFoundation:tool.swordElectrum, Electrum Sword
ThermalFoundation:tool.shovelElectrum, Electrum Shovel
ThermalFoundation:tool.pickaxeElectrum, Electrum Pickaxe
ThermalFoundation:tool.axeElectrum, Electrum Axe
ThermalFoundation:tool.hoeElectrum, Electrum Hoe
ThermalFoundation:tool.shearsElectrum, Electrum Shears
ThermalFoundation:tool.fishingRodElectrum, Electrum Fishing Rod
ThermalFoundation:tool.sickleElectrum, Electrum Sickle
ThermalFoundation:tool.bowElectrum, Electrum Reinforced Bow
ThermalFoundation:armor.helmetInvar, Invar Helmet
ThermalFoundation:armor.plateInvar, Invar Chestplate
ThermalFoundation:armor.legsInvar, Invar Leggings
ThermalFoundation:armor.bootsInvar, Invar Boots
ThermalFoundation:tool.swordInvar, Invar Sword
